STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/10/2023,,,"72,639,899.609"
VGIT,2023-10-10,WORST,2023-10-16,0.0000000000,-196694.6500000000,-196694.6500000000,
VGIT,2023-10-10,WORST,2023-10-31,64092.8700000000,0.0000000000,64092.8700000000,
VGIT,2023-10-10,WORST,2023-11-15,154835.8520000000,0.0000000000,154835.8520000000,
VGIT,2023-10-10,WORST,2023-11-30,69337.9750000000,0.0000000000,69337.9750000000,
VGIT,2023-10-10,WORST,2024-01-02,69415.7830000000,0.0000000000,69415.7830000000,
VGIT,2023-10-10,WORST,2024-01-31,68076.5110000000,0.0000000000,68076.5110000000,
VGIT,2023-10-10,WORST,2024-02-15,148418.3770000000,0.0000000000,148418.3770000000,
VGIT,2023-10-10,WORST,2024-02-29,72117.4490000000,0.0000000000,72117.4490000000,
VGIT,2023-10-10,WORST,2024-04-01,75674.9260000000,0.0000000000,75674.9260000000,
VGIT,2023-10-10,WORST,2024-04-30,64092.8700000000,0.0000000000,64092.8700000000,
VGIT,2023-10-10,WORST,2024-05-15,154835.8520000000,0.0000000000,154835.8520000000,
VGIT,2023-10-10,WORST,2024-05-31,69337.9750000000,0.0000000000,69337.9750000000,
VGIT,2023-10-10,WORST,2024-07-01,69415.7830000000,0.0000000000,69415.7830000000,
VGIT,2023-10-10,WORST,2024-07-31,68076.5110000000,0.0000000000,68076.5110000000,
VGIT,2023-10-10,WORST,2024-08-15,148418.3770000000,0.0000000000,148418.3770000000,
VGIT,2023-10-10,WORST,2024-09-03,72117.4490000000,0.0000000000,72117.4490000000,
VGIT,2023-10-10,WORST,2024-09-30,75674.9260000000,0.0000000000,75674.9260000000,
VGIT,2023-10-10,WORST,2024-10-31,64092.8700000000,0.0000000000,64092.8700000000,
VGIT,2023-10-10,WORST,2024-11-15,154835.8520000000,0.0000000000,154835.8520000000,
VGIT,2023-10-10,WORST,2024-12-02,69337.9750000000,0.0000000000,69337.9750000000,
VGIT,2023-10-10,WORST,2024-12-31,69415.7830000000,0.0000000000,69415.7830000000,
VGIT,2023-10-10,WORST,2025-01-31,68076.5110000000,0.0000000000,68076.5110000000,
VGIT,2023-10-10,WORST,2025-02-18,148418.3770000000,0.0000000000,148418.3770000000,
VGIT,2023-10-10,WORST,2025-02-28,72117.4490000000,0.0000000000,72117.4490000000,
VGIT,2023-10-10,WORST,2025-03-31,75674.9260000000,0.0000000000,75674.9260000000,
VGIT,2023-10-10,WORST,2025-04-30,64092.8700000000,0.0000000000,64092.8700000000,
VGIT,2023-10-10,WORST,2025-05-15,154835.8520000000,0.0000000000,154835.8520000000,
VGIT,2023-10-10,WORST,2025-06-02,69337.9750000000,0.0000000000,69337.9750000000,
VGIT,2023-10-10,WORST,2025-06-30,69415.7830000000,0.0000000000,69415.7830000000,
VGIT,2023-10-10,WORST,2025-07-31,68076.5110000000,0.0000000000,68076.5110000000,
VGIT,2023-10-10,WORST,2025-08-15,148418.3770000000,0.0000000000,148418.3770000000,
VGIT,2023-10-10,WORST,2025-09-02,72117.4490000000,0.0000000000,72117.4490000000,
VGIT,2023-10-10,WORST,2025-09-30,75674.9260000000,0.0000000000,75674.9260000000,
VGIT,2023-10-10,WORST,2025-10-31,64092.8700000000,0.0000000000,64092.8700000000,
VGIT,2023-10-10,WORST,2025-11-17,154835.8520000000,0.0000000000,154835.8520000000,
VGIT,2023-10-10,WORST,2025-12-01,69337.9750000000,0.0000000000,69337.9750000000,
VGIT,2023-10-10,WORST,2025-12-31,69415.7830000000,0.0000000000,69415.7830000000,
VGIT,2023-10-10,WORST,2026-02-02,68076.5110000000,0.0000000000,68076.5110000000,
VGIT,2023-10-10,WORST,2026-02-17,148418.3770000000,0.0000000000,148418.3770000000,
VGIT,2023-10-10,WORST,2026-03-02,72117.4490000000,0.0000000000,72117.4490000000,
VGIT,2023-10-10,WORST,2026-03-31,75674.9260000000,0.0000000000,75674.9260000000,
VGIT,2023-10-10,WORST,2026-04-30,64092.8700000000,0.0000000000,64092.8700000000,
VGIT,2023-10-10,WORST,2026-05-15,154835.8520000000,0.0000000000,154835.8520000000,
VGIT,2023-10-10,WORST,2026-06-01,69337.9750000000,0.0000000000,69337.9750000000,
VGIT,2023-10-10,WORST,2026-06-30,69415.7830000000,0.0000000000,69415.7830000000,
VGIT,2023-10-10,WORST,2026-07-31,68076.5110000000,0.0000000000,68076.5110000000,
VGIT,2023-10-10,WORST,2026-08-17,148418.3770000000,0.0000000000,148418.3770000000,
VGIT,2023-10-10,WORST,2026-08-31,72117.4490000000,0.0000000000,72117.4490000000,
VGIT,2023-10-10,WORST,2026-09-30,75674.9260000000,0.0000000000,75674.9260000000,
VGIT,2023-10-10,WORST,2026-11-02,64092.8700000000,770499.6940000000,834592.5650000000,
VGIT,2023-10-10,WORST,2026-11-16,154835.8520000000,612688.4630000000,767524.3150000000,
