STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/10/2023,,,"63,191,905.741"
VGSH,2023-10-10,WORST,2023-10-16,42786.8090000000,2922.2730000000,45709.0820000000,
VGSH,2023-10-10,WORST,2023-10-31,55915.8880000000,0.0000000000,55915.8880000000,
VGSH,2023-10-10,WORST,2023-11-15,81076.0810000000,0.0000000000,81076.0810000000,
VGSH,2023-10-10,WORST,2023-11-30,55174.6530000000,0.0000000000,55174.6530000000,
VGSH,2023-10-10,WORST,2023-12-15,45473.9380000000,0.0000000000,45473.9380000000,
VGSH,2023-10-10,WORST,2024-01-02,57221.0630000000,0.0000000000,57221.0630000000,
VGSH,2023-10-10,WORST,2024-01-16,43628.9720000000,0.0000000000,43628.9720000000,
VGSH,2023-10-10,WORST,2024-01-31,57677.9130000000,0.0000000000,57677.9130000000,
VGSH,2023-10-10,WORST,2024-02-15,80170.1900000000,0.0000000000,80170.1900000000,
VGSH,2023-10-10,WORST,2024-02-29,59559.6990000000,0.0000000000,59559.6990000000,
VGSH,2023-10-10,WORST,2024-03-15,51681.2240000000,0.0000000000,51681.2240000000,
VGSH,2023-10-10,WORST,2024-04-01,56897.1150000000,0.0000000000,56897.1150000000,
VGSH,2023-10-10,WORST,2024-04-15,42786.8090000000,0.0000000000,42786.8090000000,
VGSH,2023-10-10,WORST,2024-04-30,55915.8880000000,0.0000000000,55915.8880000000,
VGSH,2023-10-10,WORST,2024-05-15,81076.0810000000,0.0000000000,81076.0810000000,
VGSH,2023-10-10,WORST,2024-05-31,55174.6530000000,0.0000000000,55174.6530000000,
VGSH,2023-10-10,WORST,2024-06-17,45473.9380000000,0.0000000000,45473.9380000000,
VGSH,2023-10-10,WORST,2024-07-01,57221.0630000000,0.0000000000,57221.0630000000,
VGSH,2023-10-10,WORST,2024-07-15,43628.9720000000,0.0000000000,43628.9720000000,
VGSH,2023-10-10,WORST,2024-07-31,57677.9130000000,0.0000000000,57677.9130000000,
VGSH,2023-10-10,WORST,2024-08-15,80170.1900000000,0.0000000000,80170.1900000000,
VGSH,2023-10-10,WORST,2024-09-03,59559.6990000000,0.0000000000,59559.6990000000,
VGSH,2023-10-10,WORST,2024-09-16,51681.2240000000,0.0000000000,51681.2240000000,
VGSH,2023-10-10,WORST,2024-09-30,56897.1150000000,0.0000000000,56897.1150000000,
VGSH,2023-10-10,WORST,2024-10-15,42786.8090000000,942305.7960000000,985092.6050000000,
VGSH,2023-10-10,WORST,2024-10-31,55915.8880000000,1478946.0680000000,1534861.9560000000,
VGSH,2023-10-10,WORST,2024-11-15,81076.0810000000,1823836.5540000000,1904912.6350000000,
VGSH,2023-10-10,WORST,2024-12-02,55174.6530000000,1468781.0240000000,1523955.6770000000,
VGSH,2023-10-10,WORST,2024-12-16,45473.9380000000,913448.5220000000,958922.4600000000,
VGSH,2023-10-10,WORST,2024-12-31,57221.0630000000,1605446.3030000000,1662667.3670000000,
VGSH,2023-10-10,WORST,2025-01-15,43628.9720000000,907977.5200000000,951606.4920000000,
VGSH,2023-10-10,WORST,2025-01-31,57677.9130000000,1614158.5830000000,1671836.4960000000,
VGSH,2023-10-10,WORST,2025-02-18,80170.1900000000,1625384.6830000000,1705554.8720000000,
VGSH,2023-10-10,WORST,2025-02-28,59559.6990000000,1614901.1070000000,1674460.8060000000,
VGSH,2023-10-10,WORST,2025-03-17,51681.2240000000,816485.6700000000,868166.8930000000,
VGSH,2023-10-10,WORST,2025-03-31,56897.1150000000,1555632.6390000000,1612529.7530000000,
VGSH,2023-10-10,WORST,2025-04-15,39842.1030000000,968838.6480000000,1008680.7510000000,
VGSH,2023-10-10,WORST,2025-04-30,33620.3750000000,1800228.6000000000,1833848.9750000000,
VGSH,2023-10-10,WORST,2025-05-15,66510.5070000000,1768618.6070000000,1835129.1150000000,
VGSH,2023-10-10,WORST,2025-06-02,31965.2690000000,1538276.9510000000,1570242.2200000000,
VGSH,2023-10-10,WORST,2025-06-16,40906.6960000000,756543.5500000000,797450.2450000000,
VGSH,2023-10-10,WORST,2025-06-30,33341.9840000000,1642800.6330000000,1676142.6170000000,
VGSH,2023-10-10,WORST,2025-07-15,38521.5990000000,713791.3940000000,752312.9930000000,
VGSH,2023-10-10,WORST,2025-07-31,34903.3800000000,1728735.3920000000,1763638.7710000000,
VGSH,2023-10-10,WORST,2025-08-15,65223.1580000000,1580538.3950000000,1645761.5530000000,
VGSH,2023-10-10,WORST,2025-09-02,35136.9140000000,1707735.9570000000,1742872.8710000000,
VGSH,2023-10-10,WORST,2025-09-15,44536.9740000000,683307.0240000000,727843.9980000000,
VGSH,2023-10-10,WORST,2025-09-30,39056.8700000000,1930054.0510000000,1969110.9200000000,
