STREET_TICKER,ASOF_DATE,CALL_TYPE,CASHFLOW_DATE,INTEREST,PRINCIPAL,CASHFLOW
,,,10/11/2023,,,"50,301,789.096"
VTIP,2023-10-11,WORST,2023-10-17,66309.5650000000,7573.6460000000,73883.2120000000,
VTIP,2023-10-11,WORST,2024-01-16,98380.7910000000,2875868.2590000000,2974249.0510000000,
VTIP,2023-10-11,WORST,2024-04-15,66468.0290000000,1615742.4410000000,1682210.4860000000,
VTIP,2023-10-11,WORST,2024-07-15,89393.6970000000,2610177.4650000000,2699571.1620000000,
VTIP,2023-10-11,WORST,2024-10-15,62428.6800000000,2328372.3550000000,2390801.0120000000,
VTIP,2023-10-11,WORST,2025-01-15,87762.3280000000,4015688.4590000000,4103450.8040000000,
VTIP,2023-10-11,WORST,2025-04-15,60973.4450000000,1907577.4070000000,1968550.8340000000,
VTIP,2023-10-11,WORST,2025-07-15,65440.3200000000,2619165.4910000000,2684605.8110000000,
VTIP,2023-10-11,WORST,2025-10-15,59781.2010000000,2320225.9590000000,2380007.1840000000,
VTIP,2023-10-11,WORST,2026-01-15,60529.3950000000,3254974.3440000000,3315503.7280000000,
VTIP,2023-10-11,WORST,2026-04-15,58331.0680000000,1792522.1670000000,1850853.2350000000,
VTIP,2023-10-11,WORST,2026-07-15,43144.3370000000,2196346.2530000000,2239490.5900000000,
VTIP,2023-10-11,WORST,2026-10-15,57210.7370000000,2484961.0460000000,2542171.7830000000,
VTIP,2023-10-11,WORST,2027-01-15,41771.6100000000,3061603.3340000000,3103374.9340000000,
VTIP,2023-10-11,WORST,2027-04-15,55657.6280000000,2538455.2270000000,2594112.8550000000,
VTIP,2023-10-11,WORST,2027-07-15,25873.4620000000,2259625.6300000000,2285499.0910000000,
VTIP,2023-10-11,WORST,2027-10-15,54071.1050000000,2542245.6050000000,2596316.7110000000,
VTIP,2023-10-11,WORST,2028-01-18,21636.6610000000,3256899.0620000000,3278535.7230000000,
VTIP,2023-10-11,WORST,2028-04-17,33415.3610000000,3488873.5570000000,3522288.9520000000,
VTIP,2023-10-11,WORST,2028-07-17,7532.9220000000,2008779.0160000000,2016311.9380000000,


"**For more information about Vanguard funds or Vanguard ETFs, visit vanguard.com or call 1-800-523-1036 to obtain a prospectus or, if available, a summary prospectus. Investment objectives, risks, charges, expenses, and other important information are contained in the prospectus; read and consider it carefully before investing.**"
"**Vanguard ETF Shares are not redeemable with the issuing Fund other than in very large aggregations worth millions of dollars. Instead, investors must buy or sell Vanguard ETF Shares in the secondary market and hold those shares in a brokerage account. In doing so, the investor may incur brokerage commissions and may pay more than net asset value when buying and receive less than net asset value when selling.**"
"All investing is subject to risk, including the possible loss of the money you invest."
"The Vanguard Group, Inc. All rights reserved. Vanguard Marketing Corporation, Distributor of the Vanguard Funds."
